Date,Open,High,Low,Close,Adj Close,Volume
2020-3-13,95.98999786,103.9899979,92,103.9100037,92.09825134,38543300
2020-3-16,85.19999695,93.98000336,84.55000305,88.36000061,78.31584167,38589700
2020-3-17,90.88999939,97.44000244,87.5,93.76000214,83.10202789,35239800
2020-3-18,87.66999817,90.79000092,80.36000061,83.88999939,74.35399628,41525600
2020-3-19,81.55999756,88.11000061,76.91000366,85.30000305,75.6036911,32175100
2020-3-20,86.30000305,89.45999908,82.48000336,83.5,74.00830078,30150800
2020-3-23,82.68000031,83.75,78.08999634,79.02999878,70.04644012,32536600
2020-3-24,84.90000153,90.09999847,82.90000153,88.43000031,78.3779068,34363200
2020-3-25,89.23999786,95.15000153,84.54000092,91.73000336,81.30278015,38111700
2020-3-26,94.08000183,98.56999969,93.54000092,98.12000275,86.96642303,29826300
2020-3-27,93.19000244,94.83999634,90.55000305,91.12999725,80.77099609,30041500
2020-3-30,90.65000153,94.08999634,89.30000305,93.5,82.8715744,21656900
2020-3-31,92.05000305,94.16999817,89.33999634,90.02999878,79.79602051,23379300
2020-4-1,85.09999847,86.55999756,83.25,84.36000061,74.77056122,28029600
2020-4-2,83.51000214,87.91000366,82.95999908,87.51000214,77.56247711,24018000
2020-4-3,86,87.48000336,82.76999664,84.05000305,75.26991272,21199400
2020-4-6,88.98999786,90.98999786,87.69999695,89.45999908,80.11475372,26820800
2020-4-7,94.44999695,94.5,90.37999725,90.63999939,81.17151642,22563800
2020-4-8,92.09999847,94.86000061,90.55000305,94.30000305,84.44917297,22903300
2020-4-9,96.91999817,104.3899994,96.88999939,102.7600021,92.02541351,42055900
2020-4-13,103.1100006,103.1100006,97.30000305,98.19000244,87.93280792,26911900
2020-4-14,101.0199966,102,93.63999939,95.5,85.52380371,46151300
2020-4-15,91.15000153,92.02999878,90.12999725,90.79000092,81.30583191,30118600
2020-4-16,90.23000336,90.56999969,87.05000305,87.33000183,78.20727539,32449600
2020-4-17,92,95.69999695,90.95999908,95.18000031,85.23724365,30191900
2020-4-20,92.47000122,94.70999908,90.45999908,91.70999908,82.1297226,23679400
2020-4-21,88.62000275,91.37999725,88.33000183,89.05000305,79.74758911,23035000
2020-4-22,90.69000244,91.87000275,89.18000031,89.33999634,80.00730133,16662400
2020-4-23,89.73999786,91.27999878,89.26000214,89.38999939,80.05207062,16638800
2020-4-24,90.63999939,91.09999847,88.48999786,90.70999908,81.23419952,15809200
2020-4-27,91.94000244,95.62999725,91.54000092,94.62000275,84.73574066,22870200
2020-4-28,97.80999756,98.36000061,95.02999878,95.29000092,85.33576202,20238900
2020-4-29,99.08000183,99.44999695,97.26999664,97.86000061,87.63729095,20462600
2020-4-30,95.59999847,96.83999634,94.55000305,95.76000214,85.75666046,19127600
2020-5-1,93.5,93.73999786,91.83999634,93.25,83.5088501,18547700
2020-5-4,92.01999664,92.66999817,90.80000305,92.13999939,82.51480865,15725900
2020-5-5,93.65000153,94.20999908,91.90000153,92,82.38942719,18064100
2020-5-6,92.16000366,92.76000214,89.93000031,90.26999664,80.84015656,20978000
2020-5-7,91.33999634,92.91000366,90.58000183,91.20999908,81.68196106,16771900
2020-5-8,92.80000305,94.08000183,92.11000061,92.69999695,83.01630402,20487800
2020-5-11,91.11000061,91.11000061,89.33000183,89.97000122,80.57147217,31907600
2020-5-12,90.15000153,90.79000092,86.90000153,87.02999878,77.93859863,27962900
2020-5-13,86.37999725,86.86000061,83.40000153,84.02999878,75.2519989,35451600
2020-5-14,82.72000122,88.11000061,82.40000153,87.51999664,78.37742615,35152500
2020-5-15,86.84999847,87.27999878,85.30000305,85.90000153,76.92664337,26099000
2020-5-18,88.69000244,91.15000153,87.87999725,90.44999695,81.00134277,30504400
2020-5-19,90.05000305,91.19999695,88.58999634,88.66999817,79.40729523,19597300
2020-5-20,90.70999908,92.38999939,90.37000275,91.33000183,81.78942871,20552400
2020-5-21,90.26999664,91.76000214,89.66999817,90.16999817,80.75061035,14621400
2020-5-22,90.01000214,90.36000061,88.72000122,89.47000122,80.12371063,13557900
2020-5-26,92.88999939,97.5,92.61000061,95.81999969,85.81037903,41233900
2020-5-27,102.0699997,102.5800018,98.80000305,101.3700027,90.78062439,39402000
2020-5-28,102.9400024,102.9499969,99.40000153,99.86000061,89.42835999,24713900
2020-5-29,98.66000366,99.18000031,96.77999878,97.30999756,87.14473724,26526400
2020-6-1,97.75,99.51000214,97.37999725,98.59999847,88.29997253,15176800
2020-6-2,100.2799988,100.4199982,97.93000031,98.93000031,88.59549713,21195000
2020-6-3,101.5800018,104.9199982,101.0599976,104.2699966,93.37766266,25941100
2020-6-4,103.8199997,106.6100006,102.7900009,106.4400024,95.32099152,26784700
2020-6-5,114.9300003,115.7699966,109.5299988,111.2300034,99.61060333,42231000
2020-6-8,113.4100037,114.1900024,111.9400024,113.4499969,101.5986938,24881800
2020-6-9,110.6500015,111.6299973,109.0100021,110.5400009,98.99268341,17031100
2020-6-10,110.4599991,110.5100021,105.8499985,106.0599976,94.98067474,24913300
2020-6-11,100.0299988,101.5800018,96.54000092,97.20999908,87.05519104,36259200
2020-6-12,100.7099991,101.1299973,97.33000183,99.87000275,89.43731689,24856800
2020-6-15,96.41999817,101.4300003,95.87000275,101.25,90.67314911,22153600
2020-6-16,105.3700027,105.6800003,99.30999756,102.0599976,91.39853668,22193600
2020-6-17,102.5299988,102.5400009,99.20999908,99.48000336,89.08804321,15639800
2020-6-18,98.66999817,100.5199966,98.12999725,98.94000244,88.6044693,16591900
2020-6-19,100.5299988,100.5999985,96.73000336,97.80999756,87.59250641,40371200
2020-6-22,97.25,97.94999695,96.54000092,96.75,86.64322662,16216900
2020-6-23,98.97000122,99.97000122,97.84999847,97.93000031,87.69997406,15381400
2020-6-24,96.75,96.83999634,94.30999756,94.66000366,84.7715683,22919800
2020-6-25,94.34999847,98.20999908,94.26000214,97.95999908,87.72684479,25743600
2020-6-26,95.11000061,95.37000275,92,92.58999634,82.9178009,41896300
2020-6-29,93.40000153,94.48999786,92.18000031,93,83.28495789,18499700
2020-6-30,92.83000183,94.66000366,92.56999969,94.05999756,84.23423767,19137000
2020-7-1,94.88999939,95.70999908,93.02999878,93.26000214,83.51779938,18755700
2020-7-2,94.73999786,94.95999908,91.93000031,92.66000366,83.78910828,27845600
2020-7-6,94.43000031,95.19999695,93.48000336,95,85.90506744,18625300
2020-7-7,93.81999969,94.09999847,92,92.31999969,83.48165131,25757200
2020-7-8,92.29000092,93.33999634,91.80000305,93.30000305,84.36780548,18762200
2020-7-9,93.51999664,94.12000275,90.77999878,91.27999878,82.54120636,25600800
2020-7-10,92,96.83999634,91.87000275,96.26999664,87.0534668,28954200
2020-7-13,98.73000336,99.26999664,96.23000336,97.65000153,88.30137634,32079200
2020-7-14,98.37000275,99.94999695,96.63999939,98.20999908,88.80775452,42731700
2020-7-15,100.8899994,101.2900009,98.65000153,99.73000336,90.18224335,22508400
2020-7-16,98.77999878,101.2200012,98.55000305,100.0100021,90.43544769,16886900
2020-7-17,100,100.0800018,98.13999939,98.16000366,88.76254272,16137700
2020-7-20,97.43000031,98.38999939,97.26000214,97.30000305,87.98487854,14458100
2020-7-21,97.70999908,100.0500031,97.63999939,99.41000366,89.89286041,17798100
2020-7-22,99.65000153,100.1299973,97.52999878,98.69000244,89.24180603,14271200
2020-7-23,98.5,99.34999847,97.97000122,98.98000336,89.50405121,12870200
2020-7-24,99.59999847,99.80000305,97.94000244,98.27999878,88.8710556,12744200
2020-7-27,97.51000214,97.62999725,96.16999817,96.90000153,87.62316895,11959100
2020-7-28,96.5,97.88999939,96.5,97.31999969,88.00296783,11754300
2020-7-29,97.06999969,99.70999908,97,99.68000031,90.13702393,12743500
2020-7-30,97.54000092,97.73999786,96.05000305,97.01999664,87.73167419,14834800
2020-7-31,96.48000336,96.93000031,95.25,96.63999939,87.38805389,14535000
2020-8-3,97.01999664,97.56999969,95.84999847,96.09999847,86.89976501,12962800
2020-8-4,95.91000366,95.94999695,95.02999878,95.55000305,86.40241241,13366200
2020-8-5,95.87000275,98.47000122,95.72000122,97.20999908,87.90348816,15260900
2020-8-6,97.58000183,98.09999847,96.54000092,97.23999786,87.93061829,10482100
2020-8-7,96.93000031,99.48999786,96.55999756,99.37999725,89.86573792,14743700
2020-8-10,100.1100006,102.0400009,100.0299988,100.6399994,91.00511932,14989900
2020-8-11,103.8600006,106.1600037,103.5100021,103.8199997,93.88066101,31518600
2020-8-12,106.1600037,106.4300003,101.7099991,102.9400024,93.08492279,19240800
2020-8-13,102,103.3600006,101.6399994,102.3700027,92.56949615,13598600
2020-8-14,101.5,103.3099976,101.4199982,102.4100037,92.60566711,12134400
2020-8-17,101.5,102,99.52999878,99.70999908,90.16414642,14988000
2020-8-18,99.91000366,99.91000366,98.12000275,98.31999969,88.90722656,13246500
2020-8-19,98.91999817,100.5899963,98.33999634,98.55000305,89.11519623,13533000
2020-8-20,97.26000214,98.02999878,96.80000305,97.37000275,88.04816437,13672600
2020-8-21,97.26999664,98.56999969,96.94000244,97.31999969,88.00296783,12228300
2020-8-24,98.44999695,100.2099991,97.41999817,100.0599976,90.48064423,17898300
2020-8-25,101.2699966,101.9800034,99.80000305,100.5,90.87852478,13648900
2020-8-26,99.94000244,100.2699966,99.05000305,99.08999634,89.60349274,12052400
2020-8-27,99,102.6500015,99,102.3499985,92.55139923,22163900
2020-8-28,103.1399994,103.25,101.8099976,102.7699966,92.93117523,13756700
2020-8-31,102.1200027,102.1800003,100.0199966,100.1900024,90.59819031,14219400
2020-9-1,99.55000305,100.8700027,99.04000092,100.1399994,90.55299377,11595600
2020-9-2,99.94999695,101.9400024,99.55999756,101.6500015,91.91842651,14475700
2020-9-3,103.3199997,104.9899979,100.6399994,101.3300018,91.62904358,23281200
2020-9-4,104.0500031,105.2099991,101.3700027,103.5199966,93.60939789,26325500
2020-9-8,102.9800034,103.5699997,99.48000336,99.91999817,90.35404205,22108600
2020-9-9,100.8000031,101.6900024,99.55999756,100.8700027,91.21309662,13434000
2020-9-10,101.4000015,102.4199982,99.63999939,99.83000183,90.2726593,15922800
2020-9-11,99.97000122,101.3600006,99.58999634,101.0699997,91.39394379,13784300
2020-9-14,101.5100021,103.4599991,101.3700027,102.4700012,92.65992737,19017400
2020-9-15,102.7300034,102.8499985,99.13999939,99.27999878,89.77532196,23683000
2020-9-16,99.43000031,101.1299973,98.76000214,99.69999695,90.15511322,19270600
2020-9-17,98.69999695,99.33999634,97.70999908,98.55999756,89.12425232,18290100
2020-9-18,97.88999939,99.48999786,97.44000244,98.34999847,88.93434143,20121600
2020-9-21,95.19999695,96.05000305,93.81999969,95.30999756,86.18537903,28378800
2020-9-22,94.95999908,95.66000366,93.66999817,94.26999664,85.24494934,19257000
2020-9-23,94.77999878,95.34999847,92.66000366,92.73999786,83.86142731,19952700
2020-9-24,92.31999969,94.30000305,91.37999725,92.66000366,83.78910828,18366500
2020-9-25,92.05000305,93.72000122,91.87000275,93.47000122,84.52153778,13293100
2020-9-28,95.05999756,96.93000031,94.34999847,96.16000366,86.95402527,20894100
2020-9-29,96.02999878,96.02999878,94.33000183,95.34999847,86.22156525,12848200
2020-9-30,95.34999847,97.19999695,95.26000214,96.26999664,87.0534668,16400600
2020-10-1,97.12000275,97.76999664,96.02999878,96.97000122,87.6864624,15778700
2020-10-2,95.25,98.58999634,95.08999634,97.88999939,88.51837158,15149600
2020-10-5,98.31999969,99.25,97.52999878,99.04000092,90.38932037,13871900
2020-10-6,100.0699997,100.8600006,97.51000214,98.01999664,89.45843506,19220400
2020-10-7,98.95999908,100.3499985,98.66999817,99.73000336,91.01905823,16358500
2020-10-8,100.5100021,101.9199982,99.90000153,101.7799988,92.89000702,15659000
2020-10-9,102,102.1100006,100.1100006,101.1999969,92.36066437,13689100
2020-10-12,101.0999985,103,100.8499985,102.4400024,93.49237061,16058000
2020-10-13,103,103.2200012,100.2600021,100.7799988,91.97734833,21697300
2020-10-14,101.0299988,101.9300003,100.0999985,100.2200012,91.46627808,15204100
2020-10-15,99.09999847,101.7799988,99.04000092,101.7200012,92.8352356,17171200
2020-10-16,101.4100037,102.3300018,100.7200012,101.5100021,92.64359283,13275000
2020-10-19,101.5999985,101.8700027,99.55999756,99.80000305,91.08297729,11725700
2020-10-20,100.3099976,101.7699966,100.1200027,100.3700027,91.60316467,11257100
2020-10-21,100.3600006,100.9899979,99.33000183,99.37000275,90.69052124,10730500
2020-10-22,99.31999969,103.2399979,99.30999756,102.8799973,93.89393616,14837200
2020-10-23,103.5,104.4499969,102.9300003,103.8099976,94.74269104,15087600
2020-10-26,102.6500015,102.6999969,100.25,101.2399979,92.39716339,12410700
2020-10-27,100.5100021,100.9199982,99.16000366,99.33000183,90.65400696,10391700
2020-10-28,97.5,98.30000305,96.06999969,96.54000092,88.10770416,16389500
2020-10-29,96.12000275,97.98000336,95.23999786,97.16999817,88.68267059,14208800
2020-10-30,97.91000366,98.41999817,96.23000336,98.04000092,89.47668457,15194500
2020-11-2,99.38999939,100.8799973,97.86000061,100.25,91.49364471,15011600
2020-11-3,103.0199966,104.7399979,102.6900024,103.4100037,94.37763977,17482600
2020-11-4,101,102.0699997,98.93000031,100.25,91.49364471,18886500
2020-11-5,101.0599976,105.0999985,101,104.3499985,95.23551941,17837400
2020-11-6,105.0299988,105.0999985,102.3899994,102.9599991,93.96694183,12552800
2020-11-9,113.1600037,118.9000015,110.3499985,116.9000015,106.6893463,47792400
2020-11-10,117.3499985,117.4499969,114.6900024,116.5199966,106.3425446,20539300
2020-11-11,116.8899994,116.9599991,113.9599991,114.7799988,104.7545242,14443400
2020-11-12,112.5299988,113.9599991,112.0599976,113.3700027,103.4676666,22063000
2020-11-13,114.6999969,114.8600006,113.5699997,114.0800018,104.1156693,11847900
2020-11-16,117.7900009,118.6100006,115.7300034,117.3000031,107.0544205,19858600
2020-11-17,115.3899994,116.4400024,114.5800018,116.1100006,105.9683533,14553200
2020-11-18,117.3399963,118.6100006,115.1999969,115.25,105.1834717,12571200
2020-11-19,114.1800003,115.8199997,113.5599976,115.5599976,105.4663849,10202500
2020-11-20,114.4300003,115.6500015,114.0899963,114.5699997,104.5628815,12718900
2020-11-23,116.0500031,118.1699982,115.5699997,117.8700027,107.5746155,13209200
2020-11-24,120.0699997,123.5,119.7099991,123.3199997,112.5485916,20121600
2020-11-25,121.3700027,122.3799973,120.4700012,122.0299988,111.3712692,11715600
2020-11-27,122,122.3499985,121.0800018,121.2200012,110.632019,5983600
2020-11-30,120,120.7200012,117.7699966,117.8799973,107.5837479,14411800
2020-12-1,120.3399963,121.5800018,119.6299973,119.7399979,109.2812881,12668900
2020-12-2,119.6999969,122.3099976,119.2699966,122.0400009,111.3804016,10811300
2020-12-3,121.8499985,121.8899994,120.3600006,121.2399979,110.6502686,12904400
2020-12-4,122.4800034,123.2900009,121.6900024,122.3399963,111.6541901,13583700
2020-12-7,121.1500015,122.1699982,120.2099991,121.8799973,111.2343826,9724300
2020-12-8,121.0400009,122.3300018,120.7600021,122,111.3438873,9592100
2020-12-9,123.1699982,123.3000031,120.4400024,121.0500031,110.4768753,13073900
2020-12-10,119.9899979,120.7799988,119.5599976,120.2699966,109.7649918,13668400
2020-12-11,118.9400024,120.0199966,118.3700027,119.5599976,109.1170044,9981600
2020-12-14,121.3399963,121.4199982,118.1100006,118.3000031,107.9670715,12112400
2020-12-15,119.2900009,120.9000015,118.6200027,120.3199997,109.8106308,12590200
2020-12-16,120.3000031,121.0800018,119.8600006,120.6699982,110.1300583,11169400
2020-12-17,121.2600021,121.4499969,119.5800018,119.6699982,109.2174072,11618000
2020-12-18,119.1399994,119.8799973,118.2699966,119.0800018,108.6789398,28954800
2020-12-21,123.1699982,125,121.0899963,123.5500031,112.7584991,28323600
2020-12-22,123.3899994,123.5199966,121.6100006,121.6699982,111.0426941,11788200
2020-12-23,122.7799988,126.5199966,122.3499985,125.0699997,114.1457291,14973200
2020-12-24,125.0899963,125.5500031,123.5699997,124.5199966,113.6437683,4164900
2020-12-28,125.8199997,126.6500015,124.7900009,125.3399963,114.3921585,8072600
2020-12-29,126.1999969,126.2799988,124.8899994,125.0100021,114.0909729,8389200
2020-12-30,125.4899979,125.8499985,124.9000015,125.3600006,114.4104156,7398000
2020-12-31,125.0899963,127.3300018,124.8199997,127.0699997,115.9710541,8580200
2021-1-4,127.5,127.8600006,124.7799988,125.8700027,114.8758621,16819900
2021-1-5,124.9899979,126.3000031,123.7699966,125.6500015,115.5009308,13731200
2021-1-6,129.8800049,132.7700043,127.8799973,131.5500031,120.9243774,24909100
2021-1-7,135.6900024,138.1900024,134.9199982,135.8699951,124.8954239,21940400
2021-1-8,135.9700012,136.3500061,134.1199951,136.0200043,125.0333176,12035100
2021-1-11,134.5800018,138.1999969,134.1100006,138.0500031,126.8993759,15937900
2021-1-12,139.4400024,141.6600037,138.8300018,140.2200012,128.8940735,18033500
2021-1-13,138.5899963,140.7899933,138.1000061,140.3500061,129.0135803,14816800
2021-1-14,140.4900055,142.75,140,141.1699982,129.7673798,18565600
2021-1-15,137.4299927,141.6499939,137.0099945,138.6399994,127.4417038,27881000
2021-1-19,139.8600006,140.6999969,137.8200073,138.0399933,126.8901443,19843800
2021-1-20,137.8200073,138.1699982,135.4400024,135.9700012,124.9873581,16028800
2021-1-21,135.6900024,136.1600037,134.3200073,134.8300018,123.9394531,13411700
2021-1-22,132.6900024,134.3999939,132.1999969,133.7899933,122.9834366,12933200
2021-1-25,132.1399994,133.1699982,130.0599976,132.1199951,121.4483261,14212800
2021-1-26,132.75,133.1699982,131.3399963,131.5800018,120.9519577,11307800
2021-1-27,129.5899963,129.8500061,127.3499985,127.8600006,117.5324249,17603900
2021-1-28,129.8999939,132.1699982,128.9900055,130.1100006,119.6006851,13761800
2021-1-29,131.1900024,131.7200012,128.1900024,128.6699982,118.2769928,14808100
2021-2-1,129.3999939,130.0700073,128.4799957,129.6199951,119.1502609,11080700
2021-2-2,131.9400024,134.3899994,131.2200012,133.6100006,122.8179855,12253600
2021-2-3,133.6499939,135.7599945,133.5099945,135.1399994,124.2243958,10600800
2021-2-4,135.4700012,138.6600037,135.4700012,138.25,127.0831833,12419500
2021-2-5,139.3899994,139.4900055,137.3800049,137.9799957,126.8350067,10051300
2021-2-8,138.1999969,140.3000031,138.1799927,140.1399994,128.8205414,10136400
2021-2-9,139.4299927,139.9799957,138.5399933,139.5800018,128.3058014,8614800
2021-2-10,140,140.8699951,139.0399933,139.6600037,128.3793335,10323200
2021-2-11,139.6600037,140.5500031,138.2200012,139.2700043,128.0208282,9201000
2021-2-12,139.0500031,141.6100006,139,141.25,129.8408661,8324600
2021-2-16,143.5500031,145.3200073,142.3999939,144.6499939,132.9662476,12130600
2021-2-17,143.9499969,145.3800049,143.1199951,145.1000061,133.3799133,10810100
2021-2-18,144,145.7899933,143.3999939,145.5899963,133.8303528,10587800
2021-2-19,145.8600006,148.8399963,145.8600006,148.0200043,136.0640411,11969800
2021-2-22,146.8699951,150.1900024,146.7899933,149.4100037,137.3418121,11488400
2021-2-23,151.5099945,152.3099976,149.5899963,150.6100006,138.4448395,16234400
2021-2-24,150.1100006,153.7599945,150.1100006,153.2599945,140.8808136,15061400
2021-2-25,154.2700043,154.8999939,150.5899963,151.1799927,138.9687958,18127700
2021-2-26,150.3000031,150.8699951,146.5099945,147.1699982,135.2827148,19829200
2021-3-1,149.5200043,151.3800049,148.4799957,150.5,138.34375,14845500
2021-3-2,150.0800018,151.7799988,149.8399963,150.0099945,137.8933411,14221700
2021-3-3,151.2299957,154.9799957,150.8200073,152.9100037,140.559082,14324100
2021-3-4,152.6100006,154.3800049,148.6199951,150.5599976,138.3988953,20093900
2021-3-5,153.2200012,153.4900055,147.9700012,150.9100037,138.7206421,18465100
2021-3-8,152.4700012,155.4600067,150.75,152.9100037,140.559082,17133300
2021-3-9,151.5,154.25,149.8200073,151.8300018,139.56633,16238800
2021-3-10,151.9100037,156.1600037,151.5099945,155.1300049,142.599762,14342200
2021-3-11,154.1100006,156.1499939,153.3600006,154.3200073,141.8551941,11771500
2021-3-12,156.8600006,157.6300049,155.0700073,156.1499939,143.5373688,12849500
2021-3-15,156.3500061,156.9199982,153.9600067,155.3699951,142.8203888,12101100
2021-3-16,154.0899963,154.6000061,152.1900024,153.5099945,141.1106262,12805600
2021-3-17,155.3399963,156.8800049,153.0500031,155.0899963,142.5630035,13952400
2021-3-18,157.6000061,161.6900024,157.1100006,157.6499939,144.916214,21898500
2021-3-19,155.5099945,155.9400024,151.1900024,155.1399994,142.6089478,54418800
2021-3-22,152.8000031,153.9700012,150.6100006,150.9700012,138.7757568,19944800
2021-3-23,150.3300018,152.1199951,148.9600067,149.4600067,137.3877411,17076300
2021-3-24,150,153.1799927,149.8600006,150.6199951,138.4540558,13079800
2021-3-25,150,152.9700012,149.3300018,152.5500031,140.2281647,15608300
2021-3-26,154.3000031,155.4499969,152.5500031,155.0899963,142.5630035,16754400
2021-3-29,152.1199951,153.7299957,151.0399933,152.6799927,140.3476715,17570300
2021-3-30,154.4600067,155.8699951,153.8800049,154.4799957,142.0022736,13184300
2021-3-31,153.2799988,154.4900055,152.1199951,152.2299957,139.9339905,16736700
2021-4-1,151.8999939,153.7899933,151.5500031,153.7100067,141.2944794,16561500
2021-4-5,154.3999939,154.9400024,152.6000061,153.6199951,142.0434418,13508000
2021-4-6,152.7899933,154.2799988,151.8600006,152.5399933,141.0447998,13071600
2021-4-7,153.1000061,155.2299957,152.6499939,154.9299927,143.2546844,16903500
2021-4-8,154,155.5099945,152.3099976,155.1199951,143.4303741,12335500
2021-4-9,155.8099976,157.0399933,154.9700012,156.2799988,144.5029602,12122400
2021-4-12,155.5800018,157.25,155.5700073,155.9499969,144.1978302,12273400
2021-4-13,154.75,155.1999969,152.4299927,154.0899963,142.4780273,16113600
2021-4-14,151.4700012,153.8300018,150.9299927,151.2100067,139.815033,19939600
2021-4-15,151.25,152.1999969,149.3200073,152.1699982,140.7026825,17694100
2021-4-16,153.8699951,154.5099945,152.6900024,153.3000031,141.7475433,13773400
2021-4-19,153.4199982,153.8800049,152.2200012,152.6499939,141.1465149,11900200
2021-4-20,151.7400055,151.75,148.6499939,149.2700043,138.021225,13716700
2021-4-21,147.7899933,150.6100006,146.7899933,150.5399933,139.1955261,12236700
2021-4-22,150.2299957,150.3000031,147.2599945,147.3699951,136.2644043,15256100
2021-4-23,147.1799927,151.1300049,146.6900024,150.1900024,138.8718872,14041900
2021-4-26,150.7799988,152.4600067,150.3800049,150.5599976,139.214035,10799100
2021-4-27,150.5,151.5700073,150.1100006,151.25,139.8520355,12821200
2021-4-28,152.4299927,152.8899994,151.3999939,152.2299957,140.7581482,8943700
2021-4-29,153.5399933,155.2799988,153.1999969,155.1900024,143.4951019,12976900
2021-4-30,154.1000061,154.4900055,153.0099945,153.8099976,142.219101,11705100
2021-5-3,154.8500061,155.4799957,153.1300049,153.3600006,141.8029938,11801100
2021-5-4,152.8699951,155.6399994,152.1399994,155.4799957,143.7632599,12977700
2021-5-5,156,158.2799988,154.6300049,157.5200043,145.6495514,10506700
2021-5-6,158.0700073,160.8200073,157.1600037,160.6900024,148.5806427,13542400
2021-5-7,157.2200012,161.5,157.0200043,161.2400055,149.0892029,14257800
2021-5-10,161.5,163.7299957,161.1199951,161.2200012,149.0707092,14014300
2021-5-11,161.0800018,162.3899994,158.0399933,158.5399933,146.5926514,15451700
2021-5-12,159.6100006,160.7799988,157.0299988,157.4499969,145.5848083,14381700
2021-5-13,158.1799927,162.4499969,157.6799927,161.5,149.3295898,15395000
2021-5-14,162.3899994,164.4499969,161.9900055,164.0099945,151.6504211,10584000
2021-5-17,163.3699951,164.8500061,163.0299988,164.6699982,152.2607269,9886800
2021-5-18,164.6799927,165.5,162.2400055,162.3500061,150.1155701,11098100
